cofID	FEATURE	Cluster_size	Number_all_TTA_genes	Number FS-TTA-genes	TTA_peak num_TTA	TTA_peak ali_coord	threshold	p_value_min
1000828	duf742 domain-containing protein	2	2	0	1	109;79	0.0105042	0.1572395
1000825	hypothetical protein	2	2	0	1	1756;1825;1924	0.00135722	0.01255228
1000823	hypothetical protein	2	2	0	1	970;973	0.002997602	0.055612
1000822	phosphotransferase	2	2	0	1	118;253	0.00399361	0.04245524
1000819	arac family transcriptional regulator	2	2	0	1	64;85	0.003591954	0.05916889
1000818	brex system serine/threonine kinase pglw	2	2	0	1	658;907;934	0.000773994	0.02984434
1000815	hypothetical protein	2	2	0	1	433;523	0.002997602	0.04911065
1000812	helicase	2	2	0	1	229;328	0.001261352	0.02344983
1000807	xre family transcriptional regulator	2	2	0	1	556;706	0.004448399	0.07060565
1000806	cyclic nucleotide-binding domain-containing protein	5	5	0	1	304;382;478;583;634;7	0.002582645	0.01784739
1000805	xre family transcriptional regulator	2	2	0	1	202;223	0.003834356	0.007287487
1000802	hypothetical protein	2	2	0	1	760;808	0.002886836	0.07749725
1000797	n-acetyltransferase	2	2	0	1	73;85	0.005040323	0.136352
1000795	hypothetical protein	3	3	0	1	1297;1420;1684;1741;1795	0.001646904	0.03169491
1000793	class i sam-dependent methyltransferase	2	2	0	1	418;469	0.004882812	0.05443319
1000792	hypothetical protein	2	2	0	1	763;820	0.00249004	0.03217535
1000790	hypothetical protein	3	3	0	1	1060;1744;217;922;949	0.001666667	0.01253767
1000783	hypothetical protein	2	2	0	1	172;181	0.01008065	0.117015
1000780	dna-binding response regulator	3	3	0	1	370;412;424	0.005656109	0.01077326
1000774	hypothetical protein	2	2	0	1	340;379	0.003333333	0.06298968
1000773	carbohydrate kinase	2	2	0	1	352;370	0.002566735	0.06242236
1000771	hypothetical protein	2	2	0	1	274;352	0.00282167	0.08046842
1000770	abc transporter substrate-binding protein	2	2	0	1	70;76	0.001977848	0.05629362
1000769	rna polymerase sigma factor sigf	2	2	0	1	205;91	0.004578755	0.07886909
1000768	atp-grasp domain-containing protein	2	2	0	1	355;376	0.002969121	0.04389879
1000767	abc transporter atp-binding protein	2	2	0	1	187;190	0.002665245	0.04936029
1000766	phytanoyl-coa dioxygenase	2	2	0	1	196;76	0.004699248	0.05884239
1000765	hypothetical protein	2	2	0	1	184;223	0.003481894	0.07256972
1000761	abc transporter atp-binding protein	2	2	0	1	133;256	0.004528986	0.05982117
1000759	hypothetical protein	2	2	0	1	256;385	0.004545455	0.08340139
1000758	glutamate--cysteine ligase	2	2	0	1	337;412	0.002815315	0.09156918
1000756	arac family transcriptional regulator	2	2	0	1	337;409	0.002886836	0.0445397
1000754	hypothetical protein	3	3	0	1	1066;1099;1438;31;952	0.001840943	0.000568013
1000748	fad-dependent oxidoreductase	2	2	0	1	91;97	0.002072968	0.08386886
1000744	gnat family n-acetyltransferase	2	2	0	1	217;88	0.00331565	0.05928905
1000743	hypothetical protein	2	2	0	1	727;844	0.002920561	0.09360481
1000739	cytochrome p450	3	3	0	1	502;565;667	0.002920561	0.007085305
1000731	amidohydrolase 2	2	2	0	1	1090;1102	0.003172589	0.09123367
1000728	sensor histidine kinase	2	2	0	1	52;85	0.002019386	0.08807515
1000727	hypothetical protein	3	3	0	1	382;514;556	0.002759382	0.005488693
1000726	is1182 family transposase	2	2	0	1	370;472	0.002208481	0.04861183
1000720	luxr family transcriptional regulator	2	2	0	1	1813;1885	0.001507841	0.0911102
1000716	stas domain-containing protein	2	2	0	1	379;391	0.003881988	0.04264894
1000711	hypothetical protein	2	2	0	1	274;328	0.00399361	0.1516534
1000710	xre family transcriptional regulator	2	2	0	1	133;202	0.004310345	0.05553127
1000708	3-oxoacyl-acp synthase iii	2	2	0	1	139;265	0.003378378	0.100783
1000707	serine/threonine protein kinase	3	3	0	1	172;298;436	0.003101737	0.001045237
1000705	acyl-coa dehydrogenase	2	2	0	1	154;268	0.003019324	0.05282607
1000703	lysr family transcriptional regulator	5	5	0	1	124;349;475;481;580;85	0.003324468	0.05024936
1000702	prepilin peptidase	2	2	0	1	355;418	0.00502008	0.0300985
1000699	type iv secretion protein rhs	2	2	0	1	247;265	0.000782228	0.06894363
1000697	flavin-dependent oxidoreductase	3	3	0	1	328;334;442	0.00267666	0.01597933
1000693	hypothetical protein	2	2	0	1	385;511	0.006313131	0.03146428
1000691	glycoside hydrolase	4	4	0	1	1129;1153;208;277;403	0.002362949	0.01822073
1000690	hypothetical protein	2	2	0	1	526;649;670	0.002470356	0.0629668
1000688	hypothetical protein	2	2	0	1	2740;2815;4045	0.000803859	0.03423399
1000685	arginine decarboxylase	2	2	0	1	106;151	0.001574307	0.0526711
1000681	acyltransferase	2	2	0	1	217;292	0.001778094	0.0119487
1000678	luxr family transcriptional regulator	5	5	0	1	160;205;208;364;379;514;517;604	0.003561254	0.03941523
1000675	sigma-70 family rna polymerase sigma factor	2	2	0	1	379;502	0.005458515	0.2069603
1000673	bifunctional ppgpp synthetase/guanosine-pyrophosphohydrolase	2	2	0	1	1045;1075	0.0015006	0.07181757
1000667	hypothetical protein	2	2	0	1	163;256	0.002431907	0.06186388
1000666	methyltransferase, fxld system	2	2	0	1	511;517	0.001775568	0.1073393
1000665	type i polyketide synthase	2	2	0	1	304;391	0.000449317	0.02122669
1000661	hypothetical protein	3	3	0	1	1588;1642;1654	0.00090843	0.02964877
1000658	glucose-1-phosphate thymidylyltransferase	3	3	0	1	121;217;583;73	0.003481894	0.04775345
1000652	hypothetical protein	2	2	0	1	268;271	0.003306878	0.07491824
1000645	hypothetical protein	2	2	0	1	3025;3043	0.000812744	0.03560521
1000639	signal transduction histidine kinase	2	2	0	1	172;175	0.001430206	0.06248683
1000636	methyltransferase, fxld system	2	2	0	1	424;529	0.001636126	0.06641914
1000632	xre family transcriptional regulator	2	2	0	1	178;55	0.004960317	0.03790327
1000631	hypothetical protein	2	2	0	1	244;295	0.003561254	0.08350872
1000629	crp/fnr family transcriptional regulator	2	2	0	1	178;73	0.005081301	0.1668137
1000627	nitroreductase family protein	2	2	0	1	448;484	0.005656109	0.1042496
1000626	hypothetical protein	2	2	0	1	166;274	0.008278146	0.08777375
1000625	sugar-binding protein	2	2	0	1	415;430;5953	0.000515889	0.03288982
1000624	hypothetical protein	2	2	0	1	1840;841;850	0.001760563	0.01810056
1000621	mfs transporter	2	2	0	1	187;250;85	0.002886836	0.03560113
1000617	fad-dependent monooxygenase	5	5	0	1	196;208;334;58;61	0.003180662	0.005082404
1000616	acetyl-coa synthetase	2	2	0	1	103;253	0.006830601	0.1516644
1000615	hypothetical protein	2	2	0	1	367;445	0.001286008	0.05670546
1000614	penicillin-binding protein	3	3	0	1	118;145;157;229	0.001684636	0.003937377
1000613	murein biosynthesis integral membrane protein murj	2	2	0	1	127;232	0.002104377	0.01703244
1000610	sulfite exporter taue/safe family protein	3	3	0	1	13;355;400;496;517;586	0.003561254	0.006253852
1000607	hypothetical protein	2	2	0	1	112;136	0.005411255	0.1565976
1000606	sensor protein	2	2	0	1	220;289	0.00142369	0.05593914
1000604	hypothetical protein	2	2	0	1	799;916	0.003511236	0.01384242
1000603	bi-functional transferase/deacetylase	2	2	0	1	100;103	0.001753156	0.05586313
1000602	transcriptional regulator	2	2	0	1	100;136;754	0.001495215	0.03144666
1000601	glycogen debranching protein	2	2	0	1	1267;1288	0.001876877	0.02403551
1000599	nucleotide sugar dehydrogenase	3	3	0	1	262;388;421	0.002948113	0.06603877
1000597	long-chain fatty acid--coa ligase	2	2	1	1	193;289;676	0.00254065	0.02580524
1000596	hypothetical protein	2	2	0	1	13;241;94	0.009191176	0.1671654
1000586	hypothetical protein	10	10	0	1	1006;1042;1150;1183;1252;1282;901;913;976;994	0.000944109	0.008947458
1000580	arsr family transcriptional regulator	7	7	0	1	322;439;514;529;598;637;652;7	0.003342246	0.01020372
1000579	helix-turn-helix transcriptional regulator	2	2	0	1	835;847	0.001278119	0.03651753
1000576	hypothetical protein	2	2	0	1	205;295	0.01	0.1205232
1000574	glycosyl hydrolase family 5	2	2	0	1	40;52	0.003306878	0.03607912
1000573	hypothetical protein	2	2	0	1	103;1075;115;1183	0.001280738	0.06136774
1000572	hamp domain-containing protein	3	3	0	1	1144;1243;1348	0.005230126	0.04500855
1000571	cdp-glycerol:glycerophosphate glycerophosphotransferase	2	2	0	1	184;283	0.001627604	0.04879693
1000566	xre family transcriptional regulator	6	6	0	1	277;31;328;484;487;532;535;565	0.002777778	0.03781094
1000561	dna-binding response regulator	2	2	0	1	364;499	0.005102041	0.04282957
1000558	glycoside hydrolase family 15 protein	2	2	0	1	895;994	0.001905488	0.07163452
1000555	arac family transcriptional regulator	2	2	0	1	223;604;739	0.003351206	0.09732105
1000552	cytochrome p450	2	2	0	1	481;514	0.002893519	0.07897791
1000551	steroid 3-ketoacyl-coa thiolase	3	3	0	1	652;796;910	0.003213368	0.002423945
1000550	mfs transporter	2	2	0	1	136;61	0.00232342	0.03809001
1000549	caspase family protein	4	4	0	1	142;304;355;367;448	0.001465416	0.01781168
1000548	polyketide oxidase	2	2	0	1	100;214	0.002349624	0.1090541
1000545	maleylpyruvate isomerase family mycothiol-dependent enzyme	2	2	0	1	331;427	0.00249004	0.04764346
1000544	type iv secretion protein rhs	2	2	0	1	3532;811;940	0.000928678	0.01486607
1000542	atp-binding protein	3	3	0	1	100;121;52	0.002893519	0.01518892
1000540	lantibiotic dehydratase	2	2	0	1	2080;2182	0.001193887	0.02504442
1000538	atp-binding protein	2	2	0	1	172;70	0.00862069	0.02946405
1000527	hypothetical protein	2	2	0	1	157;169	0.000507717	0.0443362
1000526	is1380 family transposase	2	2	0	1	124;265	0.00255102	0.07886071
1000525	recombinase family protein	2	2	0	1	118;157	0.002319109	0.03476895
1000524	xre family transcriptional regulator	2	2	0	1	856;946	0.003012048	0.02185292
1000523	alpha/beta hydrolase	2	2	0	1	298;415	0.004901961	0.09064129
1000522	dna-binding protein	3	3	0	1	58;697;775;802	0.003272251	0.04752946
1000521	apc family permease	2	2	0	1	472;580	0.001840943	0.04119876
1000520	m1 family peptidase	2	2	0	1	214;265	0.002367424	0.04477756
1000519	restriction endonuclease	3	3	0	1	196;313;463;631	0.00492126	0.04791152
1000517	atp-binding protein	2	2	0	1	1597;1726	0.001384275	0.01805697
1000515	wd-40 repeat-containing protein	2	2	0	1	118;199;3469	0.000911079	0.06070807
1000514	glycosyltransferase family 4 protein	3	3	0	1	1039;1168;1180	0.002796421	0.03055136
1000506	hypothetical protein	2	2	0	1	514;664	0.00203252	0.08379974
1000498	lysr family transcriptional regulator	2	2	0	1	316;331	0.003612717	0.05846986
1000490	duf4232 domain-containing protein	2	2	0	1	52;58	0.00502008	0.04694067
1000489	3-deoxy-7-phosphoheptulonate synthase	2	2	0	1	340;418;526	0.003033981	0.09904237
1000487	duf1080 domain-containing protein	3	3	0	1	181;61;64;802	0.001210068	0.005460901
1000486	atp-binding protein	2	2	0	1	391;436	0.000797194	0.03594769
1000485	chat domain-containing protein	2	2	0	1	3226;3268	0.000797194	0.03594769
1000475	duf4429 domain-containing protein	3	3	0	1	175;187;52	0.004098361	0.02605055
1000473	helix-turn-helix domain-containing protein	2	2	0	1	1027;1120;7	0.002990431	0.02321102
1000470	gmc family oxidoreductase	2	2	0	1	37;52;70	0.002272727	0.04000481
1000467	serine hydrolase	3	3	0	1	397;454;475	0.002969121	0.01510884
1000466	mfs transporter	4	4	0	1	175;265;76;82	0.002204586	0.01432294
1000465	dna-binding response regulator	7	7	0	1	16;265;361;379;391;505;571;592	0.004562044	0.09764217
1000462	kr domain-containing protein	2	2	0	1	4993;9748	0.000222104	0.03669016
1000461	is4 family transposase	3	3	0	1	646;775;886	0.002025932	0.007807342
1000459	asparagine synthase (glutamine-hydrolyzing)	3	3	0	1	1543;259;271;412	0.001803752	0.006131492
1000454	bifunctional diguanylate cyclase/phosphodiesterase	2	2	0	1	256;364	0.001765537	0.08841676
1000445	alpha-1 2-mannosidase	2	2	0	1	640;652	0.000953471	0.03718853
1000444	rna polymerase sigma factor	2	2	0	1	163;181	0.006345178	0.06871394
1000440	acyl-coa dehydrogenase	2	2	0	1	46;85	0.003623188	0.08125102
1000438	aldehyde dehydrogenase	2	2	0	1	1051;976	0.002455796	0.06950191
1000434	rna polymerase sigma factor sigl	2	2	0	1	139;67	0.006830601	0.02082075
1000433	mfs transporter	4	4	0	1	115;250;271;88	0.002783964	0.02718238
1000432	dna-binding response regulator	2	2	0	1	553;568	0.004826255	0.0522084
1000429	peroxidase	2	2	0	1	268;403	0.003188776	0.0528575
1000428	sam-dependent methyltransferase	2	2	0	1	190;238;61	0.004716981	0.09839688
1000426	transcriptional regulator	3	3	0	1	931;961;973	0.003342246	0.002816752
1000419	hypothetical protein	2	2	0	1	730;811	0.003894081	0.05958937
1000418	hypothetical protein	2	2	0	1	451;481	0.00625	0.04634355
1000417	hypothetical protein	2	2	0	1	256;301	0.008503401	0.0691134
1000412	cytochrome p450	2	2	0	1	649;667	0.002598753	0.03074685
1000410	nad(p)/fad-dependent oxidoreductase	2	2	0	1	106;229	0.003125	0.02268666
1000406	rna polymerase sigma factor	2	2	0	1	433;475	0.005952381	0.09379356
1000405	thioesterase	2	2	0	1	142;43	0.00462963	0.05828382
1000400	duf58 domain-containing protein	2	2	0	1	169;172	0.002688172	0.08992057
1000393	glycoside hydrolase family 95 protein	2	2	0	1	514;61;613	0.001518834	0.05801892
1000390	hypothetical protein	2	2	0	1	1348;1369	0.002515091	0.08783258
1000386	l-lactate permease	2	2	0	1	181;52	0.002306273	0.09978006
1000382	glucuronoxylanase	2	2	0	1	73;82	0.002860412	0.1173078
1000379	pas domain s-box protein	2	2	0	1	505;622	0.005102041	0.03235882
1000371	nacht domain-containing protein	3	3	0	1	1003;1135;1267	0.001012966	0.01518845
1000358	cytochrome p450	2	2	0	1	514;547	0.002860412	0.0358565
1000350	response regulator	2	2	0	1	295;313	0.006793478	0.01642584
1000346	sensor histidine kinase	6	6	1	1	274;304;397;421;484;316	0.002485089	0.02649431
1000345	dna-binding response regulator	2	2	0	1	136;55	0.005681818	0.05105769
1000342	duf2264 domain-containing protein	2	2	0	1	1081;1171	0.00186846	0.05114974
1000341	hypothetical protein	2	2	0	1	382;520	0.000971251	0.04554366
1000340	4-alpha-glucanotransferase	3	3	0	1	676;727;763	0.001633987	0.01781069
1000336	luxr family transcriptional regulator	6	6	1	1	160;205;214;253;415;85;547	0.001184834	0.03336657
1000331	kr domain-containing protein	3	3	0	1	451;460;499;7	0.001431844	0.003389505
1000327	roadblock/lc7 domain-containing protein	2	2	0	1	163;73	0.009124088	0.01832822
1000322	abc transporter permease	2	2	0	1	103;196	0.003633721	0.03435149
1000321	septum formation initiator	2	2	0	1	103;229	0.003026634	0.03824278
1000316	xre family transcriptional regulator	8	8	0	1	172;226;286;316;337;373;40;67	0.004401408	0.07543986
1000312	phytanoyl-coa dioxygenase	2	2	0	1	148;211	0.00349162	0.0618478
1000310	sugar-binding protein	2	2	0	1	61;73	0.002808989	0.0673158
1000308	luxr family transcriptional regulator	5	5	0	1	154;229;265;328;334;400	0.001231527	0.01487247
1000298	duf2637 domain-containing protein	2	2	0	1	331;415	0.005060729	0.09270041
1000297	alpha/beta hydrolase	2	2	0	1	274;337	0.002475248	0.0441458
1000295	transcriptional regulator	2	2	0	1	586;604	0.002777778	0.05755947
1000294	hypothetical protein	2	2	0	1	340;412	0.001465416	0.04215718
1000292	signal transduction histidine kinase	3	3	0	1	2461;2473;2554;481	0.001152074	0.05900352
1000288	dna-binding response regulator	6	6	0	1	148;151;154;172;298;31;361	0.005364807	0.04193111
1000287	xre family transcriptional regulator	2	2	0	1	607;667	0.004139073	0.04503376
1000283	dna-binding response regulator	2	2	0	1	136;61	0.006218905	0.07718499
1000274	pkd domain-containing protein	2	2	0	1	40;49	0.0015006	0.06369383
1000273	class i sam-dependent methyltransferase	2	2	0	1	127;139	0.004512635	0.07549202
1000269	abc transporter atp-binding protein	3	3	0	1	100;79;94	0.003753754	0.06033634
1000247	acyl-coa synthetase	2	2	0	1	892;994	0.002306273	0.04250287
1000242	molecular chaperone dnak	2	2	0	1	2059;2170;2173;2665	0.00139821	0.02544572
1000240	thioesterase	2	2	0	1	67;73	0.004826255	0.1022446
1000239	sugar transferase	2	2	0	1	523;643	0.00233209	0.03925708
1000238	tylr regulatory protein	2	2	0	1	664;721;736	0.003033981	0.06403872
1000232	helix-turn-helix transcriptional regulator	8	8	0	1	427;490;523;553;586;616;622;679;697;763	0.001027961	0.005522549
1000225	hypothetical protein	2	2	0	1	214;301	0.003720238	0.01374684
1000223	duf4365 domain-containing protein	2	2	0	1	220;292;427;505	0.006868132	0.09511033
1000222	xre family transcriptional regulator	2	2	0	1	130;256;526;55	0.00250501	0.01679671
1000207	hypothetical protein	2	2	0	1	925;961	0.001902588	0.01992905
1000195	is5/is1182 family transposase	5	5	0	1	160;211;271;316;817;91	0.004385965	0.009194374
1000194	is5/is1182 family transposase	2	2	0	1	316;337	0.004863813	0.02149462
1000192	mfs transporter	2	2	0	1	1270;1294	0.00255102	0.05294618
1000191	abc transporter atp-binding protein	2	2	0	1	1255;127;1480;1555	0.001902588	0.0440145
1000190	abc transporter atp-binding protein	2	2	0	1	61;82	0.00204918	0.06260433
1000185	hypothetical protein	2	2	0	1	139;265	0.003298153	0.03908075
1000184	sensor histidine kinase	3	3	0	1	112;124;211	0.002790179	0.0164385
1000182	replication initiation protein	4	4	0	1	1006;1111;1126;1207	0.00257732	0.03217756
1000180	eama family transporter	2	2	0	1	172;214	0.003591954	0.06384895
1000178	aminotransferase class v-fold plp-dependent enzyme	3	3	0	1	1162;1171;1180	0.002336449	0.001193953
1000172	is4 family transposase issav1	2	2	0	1	85;97	0.002306273	0.0151317
1000169	hypothetical protein	2	2	0	1	571;631	0.002802691	0.04935472
1000168	type i polyketide synthase	4	4	0	1	1885;1888;2014;2143	0.000362109	0.0137712
1000156	luxr family transcriptional regulator	2	2	1	1	2329;2425;247	0.001121076	0.03569649
1000152	atp-binding protein	2	2	1	1	160;118	0.008680556	0.1104294
1000150	dynein regulation protein lc7	3	3	1	1	232;379;379	0.008389262	0.1459612
1000148	hypothetical protein	2	2	1	1	565;565	0.000799744	0.04112844
1000146	kr domain-containing protein	6	6	1	1	1075;14488;472;490;7126;8662;8770;9256;8770	0.00014821	0.01326125
1000145	kr domain-containing protein	3	3	1	1	3226;3367;3226	0.000242201	0.00222311
1000143	hypothetical protein	2	2	1	1	1123;979	0.001212415	0.0185731
1000137	transcriptional regulator	4	4	1	1	190;193;268;547;220	0.00245098	0.01999681
1000136	nerd domain-containing protein	5	5	1	1	415;499;541;646;499	0.003698225	0.01947414
1000135	hypothetical protein	4	4	1	1	115;142;226;94;334	0.003246753	0.02129549
1000132	serine/threonine protein kinase	4	4	1	1	304;427;475;403	0.001808973	0.02229133
1000131	aaa family atpase	7	7	2	1	214;295;310;643;715;895;214;643	0.002535497	0.005471548
1000129	biotin transporter bioy	2	2	1	1	37;37	0.002345216	0.02491761
1000127	hypothetical protein	4	4	1	1	250;379;508;295	0.003387534	0.03296416
1000125	cbxx/cfqx	2	2	1	1	493;508	0.001944012	0.02940167
1000122	a-factor biosynthesis protein afsa	2	2	1	1	103;118;268	0.004222973	0.01068663
1000121	hypothetical protein	2	2	1	1	55;55	0.002566735	0.01868843
1000119	xre family transcriptional regulator	4	4	1	1	163;229;298;124	0.004612546	0.09097697
1000116	serine/threonine protein kinase	2	2	1	1	388;376	0.002079867	0.0693254
1000115	transposase	2	2	1	1	739;706	0.002276867	0.110387
1000113	kr domain-containing protein	3	3	2	1	460;1582;178;3991;511;634	0.000469219	0.000449662
1000112	radical sam protein	2	2	1	1	103;49;181	0.003324468	0.01746052
1000110	mfs transporter	2	2	1	1	37;37	0.003004808	0.1287306
1000107	hypothetical protein	2	2	1	1	151;151	0.01086957	0.09390479
1000104	sugar transferase	2	2	1	1	259;337	0.002306273	0.07844575
1000103	transposase	2	2	1	1	415;415;601	0.001566416	0.02252635
1000101	hypothetical protein	4	4	1	1	1072;148;40;568;601;853;499	0.002790179	0.02067716
1000097	tir domain-containing protein	3	3	1	1	373;400;373	0.002345216	0.03901946
1000093	hypothetical protein	8	8	2	1	1747;2029;214;2212;2227;2257;2344;112;2170	0.002055921	0.01306444
1000091	metallophosphoesterase	2	2	1	1	154;154	0.003968254	0.07311148
1000090	hypothetical protein	2	2	1	1	40;40	0.001317176	0.06357227
1000089	lysm peptidoglycan-binding domain-containing protein	3	3	1	1	391;514;514	0.002535497	0.006524332
1000087	n-acetyltransferase	2	2	1	1	178;217;385;646;217;787	0.001790831	0.07613981
1000085	xre family transcriptional regulator	2	2	1	1	127;211	0.002535497	0.05326189
1000084	cytochrome p450	5	5	1	1	103;127;160;256;169	0.002413127	0.01860056
1000082	is5 family transposase	4	4	1	1	235;358;613;613	0.004496403	0.001833192
1000077	hypothetical protein	2	2	1	1	76;85;85	0.007102273	0.1548001
1000076	abc transporter atp-binding protein	3	3	1	1	154;310;247	0.004098361	0.01817607
1000075	xre family transcriptional regulator	2	2	1	1	64;43	0.002403846	0.03351799
1000073	hypothetical protein	2	2	1	1	259;364	0.003698225	0.07808832
1000070	pasta domain-containing protein	2	2	1	1	205;241;109	0.003101737	0.05170674
1000065	serine/threonine protein kinase	2	2	1	1	1324;73;898;1006	0.001917178	0.02341207
1000061	septum formation initiator	2	2	1	1	646;646	0.002983294	0.05265009
1000060	duf3492 domain-containing protein	3	3	1	1	37;82;37	0.001811594	0.002379723
1000059	kr domain-containing protein	4	4	3	1	12052;9055;15802;4318;5506	0.000142596	0.004343255
1000056	cysteine synthase family protein	2	2	1	1	502;379	0.003472222	0.06044333
1000052	pyridine nucleotide-disulfide oxidoreductase	3	3	1	1	109;91;106	0.002260398	0.01569781
1000050	tetratricopeptide repeat protein	2	2	1	1	1036;1093	0.000966744	0.03902813
1000049	tir domain-containing protein	3	3	1	1	1393;1606;1483	0.000917768	0.00154484
1000045	hypothetical protein	2	2	1	1	340;340	0.009541985	0.2307844
1000044	atp-binding protein	3	3	1	1	184;76;76	0.002083333	0.01330053
1000041	hypothetical protein	2	2	1	1	868;868	0.000818063	0.05224208
1000036	lysr family transcriptional regulator	2	2	1	1	49;49	0.003858025	0.07882459
1000035	sugar-binding protein	3	3	1	1	544;688;544	0.000408497	0.003379665
1000034	serine/threonine protein kinase	2	2	1	1	334;334	0.001382743	0.04380173
1000033	transcriptional regulator	2	2	1	1	1453;1360	0.001019576	0.02672894
1000030	hypothetical protein	3	3	1	1	112;64;64	0.003056235	0.06392489
1000028	transcriptional regulator	2	2	1	1	568;592;592	0.001835536	0.04217086
1000021	xre family transcriptional regulator	3	3	1	1	196;52;61	0.004098361	0.02084786
1000019	atp-binding protein	2	2	1	1	55;55	0.008012821	0.09974937
1000016	sugar abc transporter substrate-binding protein	2	2	1	1	154;154	0.002802691	0.1462674
1000004	sam-dependent methyltransferase	2	2	0	1	145;55	0.004716981	0.09233996
